,flops,image_size,params,subnet_settings,top1,top5
118,602.14,"[1, 3, 32, 32]",10.14,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [40, 72, 72, 144, 288, 288, 288, 320, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.62,99.89
119,424.234,"[1, 3, 32, 32]",5.895,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [32, 72, 72, 144, 240, 240, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.33,99.88
120,558.714,"[1, 3, 32, 32]",7.83,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [64, 40, 40, 128, 128, 320, 320, 320, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.61,99.88
121,568.793,"[1, 3, 32, 32]",23.245,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [48, 40, 64, 64, 304, 304, 640, 640, 640], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",94.86,99.87
122,396.735,"[1, 3, 32, 32]",13.009,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [40, 72, 96, 176, 176, 176, 480, 480, 480], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.42,99.9
123,342.675,"[1, 3, 32, 32]",4.831,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [32, 64, 64, 80, 272, 272, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.32,99.92
124,367.612,"[1, 3, 32, 32]",5.104,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [48, 40, 144, 144, 256, 256, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.74,99.9
125,475.156,"[1, 3, 32, 32]",7.692,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [64, 72, 72, 128, 128, 208, 352, 352, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",94.84,99.89
126,526.17,"[1, 3, 32, 32]",7.206,"{'depth': [1, 2, 2, 2, 1], 'out_channel': [40, 72, 72, 144, 144, 224, 224, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.5,99.9
127,323.442,"[1, 3, 32, 32]",13.476,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [48, 40, 96, 128, 128, 128, 512, 512, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",94.17,99.82
128,539.11,"[1, 3, 32, 32]",5.129,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [40, 88, 88, 80, 80, 256, 256, 256, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.75,99.9
129,511.07,"[1, 3, 32, 32]",8.23,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [32, 56, 160, 160, 304, 304, 352, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.88,99.92
130,240.422,"[1, 3, 32, 32]",2.805,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [48, 80, 112, 272, 288], 'kernel_size': [5, 3, 3, 3, 3]}",95.09,99.88
131,769.906,"[1, 3, 32, 32]",19.287,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [64, 80, 80, 96, 288, 288, 288, 544, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.72,99.87
132,413.363,"[1, 3, 32, 32]",5.936,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [56, 32, 160, 160, 256, 256, 288, 288], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",96.04,99.92
133,498.702,"[1, 3, 32, 32]",19.297,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [48, 72, 112, 192, 192, 608, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.37,99.9
134,676.55,"[1, 3, 32, 32]",11.677,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [64, 88, 88, 144, 144, 288, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.06,99.88
135,275.995,"[1, 3, 32, 32]",5.561,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [48, 56, 112, 112, 128, 128, 640], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",95.14,99.89
136,518.387,"[1, 3, 32, 32]",12.46,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [56, 64, 64, 112, 288, 288, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.43,99.88
137,329.371,"[1, 3, 32, 32]",7.352,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [32, 96, 128, 208, 352, 352, 352], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.06,99.85
138,392.278,"[1, 3, 32, 32]",7.718,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [56, 72, 128, 224, 224, 224, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.5,99.88
139,358.127,"[1, 3, 32, 32]",6.926,"{'depth': [1, 2, 1, 3, 1], 'out_channel': [32, 56, 56, 80, 224, 224, 224, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.44,99.89
140,447.254,"[1, 3, 32, 32]",5.179,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [48, 80, 80, 64, 304, 304, 352], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.43,99.92
141,223.259,"[1, 3, 32, 32]",3.709,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [40, 72, 80, 80, 208, 288, 288], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",95.21,99.88
142,718.886,"[1, 3, 32, 32]",12.688,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [64, 88, 88, 128, 272, 272, 272, 512, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.65,99.88
143,474.666,"[1, 3, 32, 32]",9.846,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [64, 88, 144, 144, 128, 544, 544], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",95.12,99.84
144,346.036,"[1, 3, 32, 32]",13.548,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [64, 32, 96, 160, 160, 160, 640, 640], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",94.48,99.87
145,172.985,"[1, 3, 32, 32]",2.459,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [48, 64, 80, 256, 288], 'kernel_size': [3, 3, 3, 3, 3]}",94.46,99.85
146,581.014,"[1, 3, 32, 32]",11.452,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [48, 56, 56, 160, 160, 192, 192, 192, 416, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.26,99.9
147,616.609,"[1, 3, 32, 32]",16.736,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [40, 72, 72, 112, 112, 224, 224, 544, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.68,99.92
148,274.255,"[1, 3, 32, 32]",5.846,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [32, 32, 32, 112, 112, 288, 352, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",94.82,99.91
149,226.954,"[1, 3, 32, 32]",5.171,"{'depth': [1, 2, 1, 1, 3], 'out_channel': [64, 32, 32, 96, 320, 256, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",94.27,99.86
150,461.363,"[1, 3, 32, 32]",19.278,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [32, 56, 144, 240, 608, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.15,99.86
151,308.17,"[1, 3, 32, 32]",6.988,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [64, 48, 48, 96, 96, 128, 128, 352, 352, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",94.5,99.87
152,227.159,"[1, 3, 32, 32]",6.993,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [40, 48, 80, 80, 192, 352, 352, 352], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",94.69,99.85
153,412.986,"[1, 3, 32, 32]",4.703,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [56, 80, 80, 96, 96, 224, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.15,99.92
154,356.742,"[1, 3, 32, 32]",12.491,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [56, 56, 112, 176, 176, 480, 480, 480], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.41,99.89
155,389.558,"[1, 3, 32, 32]",8.231,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [40, 48, 160, 240, 240, 240, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.56,99.88
156,184.143,"[1, 3, 32, 32]",2.216,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [64, 48, 48, 80, 224, 288], 'kernel_size': [3, 3, 3, 3, 3, 3]}",94.56,99.83
157,588.436,"[1, 3, 32, 32]",15.069,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [64, 88, 144, 144, 272, 512, 512, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.39,99.89
158,636.147,"[1, 3, 32, 32]",21.234,"{'depth': [1, 1, 2, 3, 3], 'out_channel': [64, 48, 64, 64, 304, 304, 304, 576, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.38,99.9
159,542.848,"[1, 3, 32, 32]",14.971,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [40, 72, 72, 96, 96, 304, 512, 512, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.31,99.88
160,230.427,"[1, 3, 32, 32]",3.339,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [64, 40, 40, 144, 128, 128, 128, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",94.26,99.84
161,434.428,"[1, 3, 32, 32]",13.014,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [32, 80, 128, 176, 176, 176, 608, 608], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.34,99.89
162,537.562,"[1, 3, 32, 32]",9.705,"{'depth': [1, 1, 2, 3, 3], 'out_channel': [48, 48, 128, 128, 304, 304, 304, 288, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",96.01,99.91
163,377.248,"[1, 3, 32, 32]",6.717,"{'depth': [1, 2, 2, 2, 1], 'out_channel': [32, 32, 32, 160, 160, 176, 176, 640], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.0,99.92
164,326.159,"[1, 3, 32, 32]",2.451,"{'depth': [1, 2, 2, 2, 1], 'out_channel': [64, 72, 72, 80, 80, 160, 160, 288], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.31,99.89
165,209.357,"[1, 3, 32, 32]",4.647,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [48, 48, 112, 176, 176, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.06,99.91
166,539.988,"[1, 3, 32, 32]",8.078,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [32, 40, 160, 160, 288, 288, 288, 448], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.94,99.88
167,401.953,"[1, 3, 32, 32]",6.787,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [48, 40, 40, 160, 160, 256, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",94.82,99.88
168,478.661,"[1, 3, 32, 32]",7.906,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [32, 72, 72, 64, 64, 256, 256, 256, 288, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.79,99.89
169,452.13,"[1, 3, 32, 32]",17.306,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [56, 48, 96, 96, 176, 176, 576, 576, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.51,99.91
170,435.525,"[1, 3, 32, 32]",13.193,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [32, 40, 160, 224, 224, 224, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.47,99.87
171,441.227,"[1, 3, 32, 32]",5.583,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [48, 88, 88, 112, 272, 544], 'kernel_size': [3, 3, 3, 3, 3, 3]}",94.62,99.87
172,796.219,"[1, 3, 32, 32]",20.451,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [32, 72, 72, 144, 144, 304, 304, 576, 576, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.44,99.89
173,459.348,"[1, 3, 32, 32]",9.53,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [48, 40, 128, 304, 304, 304, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",95.66,99.82
174,446.772,"[1, 3, 32, 32]",9.779,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [40, 48, 48, 144, 240, 240, 240, 448, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.51,99.87
175,198.488,"[1, 3, 32, 32]",2.324,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [56, 80, 64, 64, 128, 384], 'kernel_size': [7, 3, 3, 3, 3, 3]}",94.22,99.87
176,387.642,"[1, 3, 32, 32]",14.45,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [40, 72, 80, 288, 512, 512, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",94.64,99.88
177,527.559,"[1, 3, 32, 32]",6.801,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [56, 80, 128, 128, 272, 272, 272, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",96.03,99.9
178,458.839,"[1, 3, 32, 32]",13.316,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [32, 32, 160, 320, 320, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.16,99.89
179,344.527,"[1, 3, 32, 32]",10.91,"{'depth': [1, 1, 2, 3, 3], 'out_channel': [48, 40, 64, 64, 208, 208, 208, 416, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",94.78,99.87
180,298.882,"[1, 3, 32, 32]",4.091,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [48, 64, 64, 96, 96, 128, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",94.48,99.85
181,551.278,"[1, 3, 32, 32]",10.856,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [64, 96, 96, 64, 64, 176, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",94.71,99.88
182,253.225,"[1, 3, 32, 32]",3.872,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [40, 80, 112, 288, 256, 256], 'kernel_size': [3, 3, 3, 3, 3, 3]}",94.97,99.85
183,565.899,"[1, 3, 32, 32]",10.609,"{'depth': [1, 1, 2, 3, 3], 'out_channel': [56, 96, 96, 96, 272, 272, 272, 352, 352, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",96.05,99.92
184,297.621,"[1, 3, 32, 32]",6.263,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [32, 48, 128, 208, 208, 208, 544], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",95.33,99.88
185,826.989,"[1, 3, 32, 32]",16.037,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [64, 96, 96, 128, 128, 272, 272, 640, 640], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.57,99.89
186,482.752,"[1, 3, 32, 32]",12.238,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [40, 80, 80, 80, 144, 144, 144, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",94.98,99.86
187,508.743,"[1, 3, 32, 32]",6.085,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [64, 96, 160, 160, 176, 176, 352, 352], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.57,99.89
188,287.657,"[1, 3, 32, 32]",4.608,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [64, 56, 112, 112, 288, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.56,99.93
189,515.331,"[1, 3, 32, 32]",5.134,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [64, 96, 96, 144, 208, 544], 'kernel_size': [7, 3, 3, 3, 3, 3]}",94.08,99.87
190,617.175,"[1, 3, 32, 32]",21.31,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [48, 56, 56, 112, 112, 160, 160, 160, 640, 640, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.13,99.89
191,381.898,"[1, 3, 32, 32]",7.088,"{'depth': [1, 1, 2, 3, 3], 'out_channel': [64, 88, 80, 80, 176, 176, 176, 320, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.56,99.92
192,420.253,"[1, 3, 32, 32]",6.349,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [48, 72, 72, 80, 80, 240, 240, 352, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.69,99.92
193,617.683,"[1, 3, 32, 32]",9.992,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [64, 72, 72, 64, 64, 320, 320, 320, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.74,99.89
194,437.212,"[1, 3, 32, 32]",12.319,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [64, 56, 80, 80, 288, 288, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.68,99.91
195,303.149,"[1, 3, 32, 32]",4.329,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [40, 72, 112, 112, 288, 416], 'kernel_size': [7, 3, 3, 3, 3, 3]}",95.43,99.9
196,265.047,"[1, 3, 32, 32]",4.26,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [48, 88, 112, 192, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3]}",94.92,99.86
197,434.426,"[1, 3, 32, 32]",11.464,"{'depth': [1, 2, 1, 1, 3], 'out_channel': [64, 56, 56, 160, 240, 448, 448, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",94.49,99.86
198,152.786,"[1, 3, 32, 32]",4.118,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [32, 48, 80, 208, 512], 'kernel_size': [3, 3, 3, 3, 3]}",93.95,99.84
199,294.374,"[1, 3, 32, 32]",4.217,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [64, 64, 64, 304, 304, 256], 'kernel_size': [5, 3, 3, 3, 3, 3]}",95.09,99.9
200,422.333,"[1, 3, 32, 32]",4.138,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [64, 96, 112, 112, 256, 256, 288], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.89,99.94
201,474.651,"[1, 3, 32, 32]",9.039,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [32, 48, 48, 112, 112, 256, 256, 256, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.69,99.89
202,269.235,"[1, 3, 32, 32]",4.996,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [40, 48, 48, 64, 64, 176, 176, 176, 512], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",94.89,99.84
203,356.841,"[1, 3, 32, 32]",5.808,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [56, 72, 72, 64, 320, 544], 'kernel_size': [7, 3, 3, 3, 3, 3]}",94.69,99.84
204,243.07,"[1, 3, 32, 32]",8.662,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [40, 64, 64, 192, 512, 512], 'kernel_size': [3, 3, 3, 3, 3, 3]}",94.0,99.85
205,459.198,"[1, 3, 32, 32]",3.94,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [32, 96, 96, 128, 272, 384], 'kernel_size': [3, 3, 3, 3, 3, 3]}",94.68,99.84
206,665.245,"[1, 3, 32, 32]",11.866,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [64, 96, 96, 160, 320, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",94.73,99.86
207,547.927,"[1, 3, 32, 32]",15.115,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [56, 88, 112, 112, 224, 224, 512, 512, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.88,99.92
208,202.953,"[1, 3, 32, 32]",3.077,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [64, 48, 160, 160, 416], 'kernel_size': [5, 3, 3, 3, 3]}",94.33,99.88
209,487.02,"[1, 3, 32, 32]",13.409,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [32, 56, 56, 96, 240, 240, 240, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.48,99.91
210,552.25,"[1, 3, 32, 32]",9.753,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [40, 96, 160, 272, 272, 272, 320, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.81,99.88
211,315.297,"[1, 3, 32, 32]",3.619,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [64, 88, 64, 64, 192, 192, 192, 320], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.37,99.88
212,487.396,"[1, 3, 32, 32]",11.289,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [64, 72, 160, 224, 224, 224, 512, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.61,99.9
213,225.055,"[1, 3, 32, 32]",3.609,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [48, 72, 128, 160, 480], 'kernel_size': [7, 3, 3, 3, 3]}",94.69,99.88
214,382.284,"[1, 3, 32, 32]",10.018,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [40, 72, 96, 272, 272, 480, 480], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.57,99.9
215,355.914,"[1, 3, 32, 32]",6.347,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [32, 72, 72, 80, 80, 144, 144, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.3,99.86
216,262.33,"[1, 3, 32, 32]",5.011,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [32, 88, 112, 128, 128, 608], 'kernel_size': [7, 3, 3, 3, 3, 3]}",94.82,99.86
217,444.839,"[1, 3, 32, 32]",5.75,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [40, 72, 160, 160, 224, 224, 480], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.72,99.92
218,338.884,"[1, 3, 32, 32]",13.614,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [40, 48, 128, 192, 512, 512, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",94.9,99.84
219,759.216,"[1, 3, 32, 32]",21.824,"{'depth': [1, 1, 2, 3, 3], 'out_channel': [40, 64, 128, 128, 304, 304, 304, 576, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",96.02,99.9
220,773.281,"[1, 3, 32, 32]",18.684,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [32, 96, 96, 64, 272, 272, 272, 544, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.44,99.87
221,213.289,"[1, 3, 32, 32]",3.244,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [48, 40, 40, 96, 96, 208, 256, 256], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",94.51,99.86
222,356.309,"[1, 3, 32, 32]",13.023,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [32, 40, 40, 112, 288, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",94.06,99.86
223,692.05,"[1, 3, 32, 32]",20.702,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [64, 80, 80, 112, 112, 176, 640, 640, 640], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",94.74,99.87
224,382.982,"[1, 3, 32, 32]",13.07,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [32, 72, 80, 224, 224, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.36,99.86
225,522.434,"[1, 3, 32, 32]",6.658,"{'depth': [1, 2, 1, 3, 1], 'out_channel': [40, 96, 96, 64, 208, 208, 208, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.31,99.87
226,388.159,"[1, 3, 32, 32]",18.549,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [32, 56, 64, 208, 608, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",94.27,99.83
227,452.457,"[1, 3, 32, 32]",10.077,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [56, 56, 56, 80, 80, 224, 224, 224, 480, 480], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.58,99.88
228,375.935,"[1, 3, 32, 32]",7.056,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [64, 32, 32, 160, 160, 208, 416, 416], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",94.53,99.88
229,438.538,"[1, 3, 32, 32]",3.283,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [48, 88, 88, 96, 96, 144, 144, 144, 352], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.13,99.89
230,374.943,"[1, 3, 32, 32]",4.709,"{'depth': [1, 2, 1, 3, 1], 'out_channel': [40, 64, 64, 128, 208, 208, 208, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.21,99.88
231,396.712,"[1, 3, 32, 32]",7.501,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [32, 96, 80, 80, 208, 208, 208, 640], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.7,99.89
232,472.659,"[1, 3, 32, 32]",5.871,"{'depth': [1, 2, 1, 3, 1], 'out_channel': [40, 80, 80, 160, 176, 176, 176, 544], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.18,99.91
233,521.433,"[1, 3, 32, 32]",9.928,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [56, 48, 48, 112, 112, 272, 272, 272, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.79,99.91
234,188.779,"[1, 3, 32, 32]",4.869,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [48, 48, 64, 304, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",93.88,99.85
235,344.935,"[1, 3, 32, 32]",4.135,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [64, 64, 64, 160, 160, 160, 288, 288], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",94.89,99.88
