,flops,image_size,params,subnet_settings,top1,top5
117,189.092,"[1, 3, 32, 32]",6.939,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [48, 32, 96, 192, 448, 448], 'kernel_size': [3, 3, 3, 3, 3, 3]}",94.35,99.9
118,286.035,"[1, 3, 32, 32]",6.071,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [32, 56, 80, 224, 224, 224, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.7,99.92
119,422.121,"[1, 3, 32, 32]",7.933,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [48, 40, 40, 128, 128, 272, 272, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.98,99.93
120,285.002,"[1, 3, 32, 32]",1.649,"{'depth': [1, 2, 1, 1, 1], 'out_channel': [32, 80, 80, 96, 144, 256], 'kernel_size': [7, 3, 3, 3, 3, 3]}",94.48,99.84
121,251.71,"[1, 3, 32, 32]",3.504,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [64, 48, 48, 112, 144, 144, 144, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.43,99.9
122,529.764,"[1, 3, 32, 32]",12.63,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [48, 56, 128, 304, 304, 304, 384, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.84,99.91
123,295.95,"[1, 3, 32, 32]",10.197,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [32, 72, 80, 240, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3]}",94.93,99.88
124,481.58,"[1, 3, 32, 32]",15.231,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [32, 80, 128, 240, 240, 512, 512, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.79,99.88
125,666.261,"[1, 3, 32, 32]",19.971,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [64, 80, 80, 80, 192, 192, 192, 608, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.75,99.9
126,522.835,"[1, 3, 32, 32]",12.633,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [32, 64, 160, 272, 272, 272, 512, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.77,99.88
127,207.596,"[1, 3, 32, 32]",3.879,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [40, 48, 80, 80, 304, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",94.95,99.88
128,332.458,"[1, 3, 32, 32]",4.842,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [40, 72, 96, 96, 256, 256, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.58,99.88
129,474.468,"[1, 3, 32, 32]",10.318,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [32, 72, 72, 112, 112, 256, 416, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.45,99.92
130,515.584,"[1, 3, 32, 32]",11.41,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [40, 48, 144, 144, 304, 304, 384, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.98,99.89
131,558.323,"[1, 3, 32, 32]",14.685,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [64, 88, 88, 64, 64, 128, 544, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",94.56,99.86
132,550.408,"[1, 3, 32, 32]",5.504,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [32, 96, 96, 112, 288, 288, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",95.74,99.89
133,349.468,"[1, 3, 32, 32]",11.244,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [56, 40, 40, 112, 320, 544, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.06,99.93
134,417.631,"[1, 3, 32, 32]",8.298,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [32, 80, 144, 224, 224, 224, 320, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.67,99.9
135,300.699,"[1, 3, 32, 32]",4.872,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [48, 88, 96, 160, 160, 160, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.4,99.9
136,316.083,"[1, 3, 32, 32]",2.932,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [64, 64, 128, 128, 192, 192, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",95.84,99.9
137,406.934,"[1, 3, 32, 32]",8.974,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [32, 48, 48, 128, 128, 192, 192, 480, 480], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",96.07,99.9
138,378.31,"[1, 3, 32, 32]",5.95,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [32, 80, 80, 112, 224, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.33,99.91
139,324.491,"[1, 3, 32, 32]",5.819,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [48, 48, 128, 128, 160, 160, 160, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.66,99.93
140,228.741,"[1, 3, 32, 32]",3.926,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [32, 40, 144, 176, 176, 176, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.55,99.92
141,407.063,"[1, 3, 32, 32]",6.415,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [64, 48, 96, 96, 272, 272, 272, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.68,99.89
142,564.467,"[1, 3, 32, 32]",13.054,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [48, 72, 72, 80, 320, 320, 544, 544], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.54,99.88
143,475.0,"[1, 3, 32, 32]",6.306,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [56, 80, 160, 272, 272, 272, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.64,99.87
144,254.694,"[1, 3, 32, 32]",3.901,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [32, 80, 80, 80, 176, 176, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",95.55,99.92
145,267.955,"[1, 3, 32, 32]",3.598,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [40, 64, 128, 240, 240, 288], 'kernel_size': [5, 3, 3, 3, 3, 3]}",95.74,99.88
146,327.479,"[1, 3, 32, 32]",3.416,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [56, 56, 56, 128, 128, 208, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.25,99.9
147,386.709,"[1, 3, 32, 32]",11.61,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [56, 48, 48, 128, 192, 192, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.79,99.92
148,707.172,"[1, 3, 32, 32]",16.411,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [32, 48, 48, 128, 128, 320, 320, 320, 576, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.99,99.94
149,285.339,"[1, 3, 32, 32]",6.951,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [56, 32, 80, 288, 288, 352, 352], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",95.12,99.88
150,315.862,"[1, 3, 32, 32]",4.741,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [40, 64, 64, 112, 144, 144, 144, 256, 256, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.49,99.88
151,252.808,"[1, 3, 32, 32]",4.383,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [32, 40, 160, 224, 224, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.65,99.9
152,459.012,"[1, 3, 32, 32]",20.274,"{'depth': [1, 2, 1, 1, 3], 'out_channel': [40, 32, 32, 160, 160, 640, 640, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",94.37,99.89
153,351.179,"[1, 3, 32, 32]",6.25,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [48, 56, 112, 320, 320, 416], 'kernel_size': [5, 3, 3, 3, 3, 3]}",95.73,99.88
154,354.095,"[1, 3, 32, 32]",8.032,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [64, 40, 128, 128, 160, 160, 160, 448, 448], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.86,99.95
155,307.474,"[1, 3, 32, 32]",6.834,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [56, 48, 144, 224, 224, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",95.62,99.9
156,360.831,"[1, 3, 32, 32]",5.967,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [32, 56, 160, 160, 192, 608], 'kernel_size': [3, 3, 3, 3, 3, 3]}",95.26,99.91
157,559.574,"[1, 3, 32, 32]",6.006,"{'depth': [1, 2, 1, 2, 3], 'out_channel': [56, 96, 96, 128, 240, 240, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.7,99.91
158,556.404,"[1, 3, 32, 32]",8.272,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [64, 64, 64, 144, 288, 288, 288, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.81,99.9
159,634.894,"[1, 3, 32, 32]",13.578,"{'depth': [1, 2, 2, 3, 2], 'out_channel': [40, 88, 88, 96, 96, 192, 192, 192, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.94,99.94
160,457.305,"[1, 3, 32, 32]",10.549,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [40, 32, 32, 64, 320, 320, 320, 320, 320, 320], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",94.83,99.92
161,329.928,"[1, 3, 32, 32]",5.418,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [32, 48, 144, 304, 304, 352], 'kernel_size': [7, 3, 3, 3, 3, 3]}",95.73,99.88
162,603.044,"[1, 3, 32, 32]",14.713,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [56, 72, 72, 112, 112, 224, 224, 640, 640], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.98,99.91
163,222.926,"[1, 3, 32, 32]",5.025,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [48, 40, 112, 208, 208, 512], 'kernel_size': [5, 3, 3, 3, 3, 3]}",95.48,99.86
164,200.862,"[1, 3, 32, 32]",4.556,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [40, 40, 40, 64, 64, 256, 256, 256, 256], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",94.62,99.84
165,504.025,"[1, 3, 32, 32]",7.117,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [32, 80, 80, 128, 128, 304, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.38,99.9
166,446.354,"[1, 3, 32, 32]",4.579,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [32, 96, 96, 64, 64, 144, 144, 144, 512], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.39,99.87
167,445.699,"[1, 3, 32, 32]",9.487,"{'depth': [1, 1, 2, 3, 2], 'out_channel': [64, 88, 112, 112, 144, 144, 144, 512, 512], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.61,99.91
168,762.058,"[1, 3, 32, 32]",21.071,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [64, 64, 64, 96, 96, 288, 288, 288, 576, 576, 576], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.9,99.91
169,398.759,"[1, 3, 32, 32]",11.292,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [32, 56, 80, 80, 288, 288, 512, 512], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.82,99.91
170,226.037,"[1, 3, 32, 32]",4.967,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [48, 56, 64, 176, 176, 176, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.28,99.91
171,517.479,"[1, 3, 32, 32]",8.477,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [48, 96, 128, 128, 272, 272, 640], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.93,99.9
172,533.28,"[1, 3, 32, 32]",10.38,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [40, 72, 72, 144, 144, 144, 144, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.72,99.87
173,459.273,"[1, 3, 32, 32]",13.751,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [56, 88, 64, 256, 256, 480, 480, 480], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.62,99.88
174,355.006,"[1, 3, 32, 32]",11.985,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [56, 48, 48, 64, 64, 160, 160, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.36,99.86
175,340.413,"[1, 3, 32, 32]",6.51,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [32, 72, 160, 224, 224, 288, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.71,99.89
176,711.005,"[1, 3, 32, 32]",15.63,"{'depth': [1, 2, 2, 3, 3], 'out_channel': [64, 72, 72, 64, 64, 320, 320, 320, 448, 448, 448], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.62,99.92
177,684.717,"[1, 3, 32, 32]",10.137,"{'depth': [1, 1, 2, 3, 1], 'out_channel': [56, 96, 128, 128, 320, 320, 320, 544], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",96.1,99.9
178,267.473,"[1, 3, 32, 32]",7.678,"{'depth': [1, 2, 1, 1, 3], 'out_channel': [48, 48, 48, 112, 128, 384, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",94.33,99.88
179,550.917,"[1, 3, 32, 32]",6.102,"{'depth': [1, 2, 2, 1, 1], 'out_channel': [64, 96, 96, 96, 96, 304, 544], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.26,99.88
180,458.608,"[1, 3, 32, 32]",10.153,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [32, 56, 144, 144, 240, 240, 384, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.98,99.9
181,238.473,"[1, 3, 32, 32]",7.464,"{'depth': [1, 1, 1, 2, 2], 'out_channel': [32, 32, 64, 240, 240, 416, 416], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",94.92,99.88
182,348.344,"[1, 3, 32, 32]",6.167,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [32, 64, 64, 112, 112, 144, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.16,99.88
183,464.311,"[1, 3, 32, 32]",14.559,"{'depth': [1, 1, 1, 2, 3], 'out_channel': [64, 56, 112, 288, 288, 480, 480, 480], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.89,99.9
184,264.534,"[1, 3, 32, 32]",11.152,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [56, 32, 32, 80, 128, 608, 608], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",93.35,99.76
185,526.807,"[1, 3, 32, 32]",12.683,"{'depth': [1, 2, 1, 3, 3], 'out_channel': [56, 32, 32, 144, 304, 304, 304, 384, 384, 384], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.64,99.91
186,325.757,"[1, 3, 32, 32]",4.428,"{'depth': [1, 2, 2, 1, 3], 'out_channel': [40, 48, 48, 144, 144, 144, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.18,99.91
187,408.678,"[1, 3, 32, 32]",7.002,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [56, 72, 144, 144, 240, 320, 320, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.5,99.9
188,694.507,"[1, 3, 32, 32]",21.76,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [32, 64, 144, 144, 288, 288, 608, 608, 608], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.91,99.9
189,493.557,"[1, 3, 32, 32]",17.944,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [48, 96, 64, 304, 576, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",94.63,99.86
190,453.505,"[1, 3, 32, 32]",11.856,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [56, 72, 96, 240, 240, 240, 416, 416, 416], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.66,99.88
191,219.442,"[1, 3, 32, 32]",3.724,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [56, 88, 64, 144, 320, 320], 'kernel_size': [5, 3, 3, 3, 3, 3]}",94.24,99.81
192,370.243,"[1, 3, 32, 32]",10.581,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [56, 48, 48, 128, 192, 192, 544, 544], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.79,99.92
193,291.171,"[1, 3, 32, 32]",4.364,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [56, 48, 128, 128, 176, 176, 288, 288], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.9,99.93
194,739.235,"[1, 3, 32, 32]",9.128,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [64, 88, 88, 112, 112, 304, 304, 304, 512], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",96.22,99.94
195,239.136,"[1, 3, 32, 32]",2.45,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [40, 64, 64, 64, 160, 160, 320], 'kernel_size': [7, 3, 3, 3, 3, 3, 3]}",95.17,99.84
196,448.296,"[1, 3, 32, 32]",8.916,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [56, 64, 64, 112, 112, 192, 192, 480, 480], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",96.12,99.94
197,501.496,"[1, 3, 32, 32]",12.852,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [40, 80, 80, 64, 208, 208, 608, 608], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.53,99.88
198,348.346,"[1, 3, 32, 32]",10.355,"{'depth': [1, 2, 2, 1, 2], 'out_channel': [32, 64, 64, 64, 64, 144, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",94.62,99.91
199,507.219,"[1, 3, 32, 32]",5.394,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [48, 96, 96, 96, 96, 160, 160, 352, 352], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.52,99.88
200,574.839,"[1, 3, 32, 32]",20.005,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [32, 88, 96, 96, 224, 224, 608, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.64,99.9
201,352.237,"[1, 3, 32, 32]",5.979,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [40, 56, 56, 96, 96, 176, 176, 176, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.82,99.95
202,497.719,"[1, 3, 32, 32]",11.266,"{'depth': [1, 2, 1, 1, 2], 'out_channel': [32, 80, 80, 160, 192, 576, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.19,99.89
203,369.431,"[1, 3, 32, 32]",5.345,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [48, 64, 144, 144, 288, 480], 'kernel_size': [5, 3, 3, 3, 3, 3]}",95.35,99.88
204,228.014,"[1, 3, 32, 32]",4.462,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [40, 80, 112, 144, 576], 'kernel_size': [3, 3, 3, 3, 3]}",94.64,99.86
205,448.507,"[1, 3, 32, 32]",8.151,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [56, 72, 128, 128, 256, 256, 320, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.95,99.92
206,258.772,"[1, 3, 32, 32]",5.193,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [32, 48, 48, 80, 224, 224, 320, 320], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.47,99.92
207,161.951,"[1, 3, 32, 32]",2.403,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [40, 48, 80, 80, 208, 320], 'kernel_size': [7, 3, 3, 3, 3, 3]}",94.72,99.84
208,318.894,"[1, 3, 32, 32]",10.546,"{'depth': [1, 1, 1, 1, 3], 'out_channel': [56, 56, 96, 320, 416, 416, 416], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",94.94,99.9
209,303.805,"[1, 3, 32, 32]",8.414,"{'depth': [1, 1, 2, 1, 2], 'out_channel': [56, 40, 96, 96, 320, 448, 448], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.02,99.92
210,457.477,"[1, 3, 32, 32]",7.408,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [32, 80, 112, 112, 320, 320, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.8,99.91
211,609.163,"[1, 3, 32, 32]",20.598,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [48, 40, 160, 160, 304, 608, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.51,99.92
212,258.65,"[1, 3, 32, 32]",6.724,"{'depth': [1, 1, 1, 1, 2], 'out_channel': [56, 80, 80, 160, 448, 448], 'kernel_size': [3, 3, 3, 3, 3, 3]}",94.58,99.86
213,357.142,"[1, 3, 32, 32]",5.622,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [48, 72, 72, 80, 80, 144, 144, 384, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.48,99.87
214,373.019,"[1, 3, 32, 32]",12.516,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [64, 48, 144, 144, 144, 144, 480, 480, 480], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.38,99.87
215,478.525,"[1, 3, 32, 32]",13.672,"{'depth': [1, 1, 1, 3, 2], 'out_channel': [40, 48, 160, 240, 240, 240, 576, 576], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",95.83,99.91
216,216.198,"[1, 3, 32, 32]",3.925,"{'depth': [1, 1, 2, 1, 3], 'out_channel': [40, 64, 96, 96, 128, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3]}",94.8,99.84
217,151.498,"[1, 3, 32, 32]",2.803,"{'depth': [1, 1, 1, 2, 1], 'out_channel': [56, 32, 80, 192, 192, 320], 'kernel_size': [5, 3, 3, 3, 3, 3]}",94.92,99.89
218,314.143,"[1, 3, 32, 32]",5.72,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [56, 56, 64, 64, 304, 304, 416], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.49,99.9
219,353.586,"[1, 3, 32, 32]",2.565,"{'depth': [1, 2, 2, 2, 1], 'out_channel': [48, 64, 64, 128, 128, 160, 160, 256], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.73,99.9
220,179.681,"[1, 3, 32, 32]",4.74,"{'depth': [1, 1, 1, 1, 1], 'out_channel': [40, 40, 128, 176, 576], 'kernel_size': [5, 3, 3, 3, 3]}",94.52,99.9
221,320.138,"[1, 3, 32, 32]",4.586,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [56, 32, 32, 144, 304, 304, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.4,99.89
222,311.227,"[1, 3, 32, 32]",7.659,"{'depth': [1, 1, 2, 2, 2], 'out_channel': [40, 80, 64, 64, 192, 192, 448, 448], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3]}",95.53,99.88
223,390.016,"[1, 3, 32, 32]",10.151,"{'depth': [1, 1, 1, 3, 3], 'out_channel': [40, 48, 64, 272, 272, 272, 352, 352, 352], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.48,99.9
224,476.748,"[1, 3, 32, 32]",14.24,"{'depth': [1, 2, 1, 3, 2], 'out_channel': [48, 40, 40, 144, 224, 224, 224, 608, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.63,99.94
225,321.211,"[1, 3, 32, 32]",2.338,"{'depth': [1, 2, 2, 3, 1], 'out_channel': [64, 72, 72, 64, 64, 144, 144, 144, 256], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.34,99.87
226,641.773,"[1, 3, 32, 32]",11.174,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [40, 88, 88, 96, 96, 304, 304, 384, 384, 384], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.73,99.9
227,412.529,"[1, 3, 32, 32]",8.336,"{'depth': [1, 2, 2, 2, 2], 'out_channel': [56, 64, 64, 80, 80, 224, 224, 448, 448], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3]}",95.8,99.92
228,331.37,"[1, 3, 32, 32]",8.333,"{'depth': [1, 1, 2, 2, 3], 'out_channel': [48, 88, 64, 64, 160, 160, 384, 384, 384], 'kernel_size': [7, 3, 3, 3, 3, 3, 3, 3, 3]}",95.26,99.84
229,288.782,"[1, 3, 32, 32]",5.576,"{'depth': [1, 2, 1, 2, 1], 'out_channel': [56, 48, 48, 144, 160, 160, 608], 'kernel_size': [5, 3, 3, 3, 3, 3, 3]}",95.37,99.89
230,257.792,"[1, 3, 32, 32]",4.616,"{'depth': [1, 1, 2, 2, 1], 'out_channel': [32, 88, 80, 80, 128, 128, 576], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",94.98,99.89
231,468.04,"[1, 3, 32, 32]",9.55,"{'depth': [1, 1, 1, 3, 1], 'out_channel': [40, 56, 144, 288, 288, 288, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3]}",95.79,99.91
232,416.356,"[1, 3, 32, 32]",12.653,"{'depth': [1, 2, 1, 2, 2], 'out_channel': [48, 56, 56, 112, 192, 192, 608, 608], 'kernel_size': [3, 3, 3, 3, 3, 3, 3, 3]}",95.81,99.88
233,362.122,"[1, 3, 32, 32]",4.543,"{'depth': [1, 2, 2, 2, 3], 'out_channel': [32, 64, 64, 128, 128, 128, 128, 256, 256, 256], 'kernel_size': [5, 3, 3, 3, 3, 3, 3, 3, 3, 3]}",95.45,99.88
234,283.48,"[1, 3, 32, 32]",4.541,"{'depth': [1, 1, 2, 1, 1], 'out_channel': [32, 32, 144, 144, 256, 448], 'kernel_size': [3, 3, 3, 3, 3, 3]}",95.21,99.9
